subject_id,T1_1 Country,T1_1 County,T1_1 State/Province,T3_1 Locality,T4_1 Other Notes,T6_1 Collector,T8_1 Begin Month,T9_1 Begin Day,T10_1 Begin Year,T13_1 End Month,T14_1 End Day,T15_1 End Year,T19_1 Associated Plant or Plant Host,T20_1 Trap Type,T21_1 Determined By (Det. as),T22_1 Date of Determination,T23_1 Sex,T26_1 Elevation,Filename
81432874,United States of America,Richmond,Georgia,Augusta,Andrena (Micrandrena) nigrae; Andrena (Micrandrena) nigrae Robertson,R R Snelling,4 - April - IV,10,1959,,,,Diospyros virginiana,,D.W.Ribble,1967,♀,,LACMENT592681_had_lbs.jpg
81432875,United States of America,,Colorado,Clear Creek,Andrena (Micrandrena) nigrae; 5846; Andrena nigrae Robt.,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT592682_had_lbs.jpg
81432877,United States of America,Clear Creek,Colorado,Clear Creek,Andrena (Micrandrena) nigrae,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT592683_had_lbs.jpg
81432878,United States of America,Stanislaus,California,"Turlock, Calif.",Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.R. Snelling,4 - April - IV,6,1952,,,,,,D.W. Ribble,1964,♀,,LACMENT592684_had_lbs.jpg
81432879,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck; second image,R. R. Snelling,4 - April - IV,6,1952,,,,,,D. W. Ribble,1964,♀,,LACMENT592684(2)_had_lbs.jpg
81432880,United States of America,Stanislaus,California,"Turlock, 11 mi E.",Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R. R. Snelling,4 - April - IV,1,1953,,,,Raphanus sativus,,D. W. Ribble,1964,♀,,LACMENT592685_had_lbs.jpg
81432881,United States of America,Stanislaus,California,10 mi. S W Turlock,Andrena (Micrandrena) piperi; Moldenke pollen sample VP-62; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,4 - April - IV,5,1953,,,,Moldenke pollen,,D. W. Ribble,1964,♀,,LACMENT592686_had_lbs.jpg
81432882,United States of America,Merced,California,2 mi. S. Hilmar,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R. R. Snelling,4 - April - IV,20,1953,,,,,,D. W. Ribble,1964,♀,,LACMENT592687_had_lbs.jpg
81432884,United States of America,Kern,California,Frazier Park,Andrena (Micrandrena) piperi; No. 723; Andrena(Micrandrena) piperi Viereck,R.S. Erdmann,5 - May - V,26,1957,,,,Lupine,,D. W Ribble,1964,♀,7000',LACMENT592688_had_lbs.jpg
81432885,United States of America,Merced,California,4 mi. W Snelling,Andrena (Micrandrena) piperi. Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,29,1961,3 - March - III,29,,on Salix,,D. W. Ribble,1964,♀,,LACMENT592689_had_lbs.jpg
81432886,United States of America,Fresno,California,8 mi S.W. Fresno,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R.R. Snelling,2 - February - II,27,1957,,,,,,D. W. Ribble,1964,♀,,LACMENT592690_had_lbs.jpg
81432888,United States of America,Fresno,California,8 mi. SW Fresno,Second image,R. R. Snelling,2 - February - II,27,1957,,,,,,D.W.Ribble,1964,♀,,LACMENT592690(2)_had_lbs.jpg
81432889,United States of America,Fresno,California,Fresno,Andrena (Micrandrena) piperi. Andrena (Micrandrena) piperi Viereck?,,3 - March - III,14,1957,,,,,,D. W. Ribble,1964,♀,,LACMENT592691_had_lbs.jpg
81432890,United States of America,Fresno,California,Panoche Cr. Can.,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,4 - April - IV,10,1957,,,,,,D. W. Ribble,1964,♀,,LACMENT592692_had_lbs.jpg
81432891,United States of America,Fresno,California,8 mi. SW Fresno,,R. R. Snelling,2 - February - II,27,1957,2 - February - II,27,1957,,,D. W. Ribble,1964,♀,,LACMENT592693_had_lbs.jpg
81432893,United States of America,Monterey,California,Hastings Reservation nr. Jamesburg,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,"G. I. Stage, R. R. Snelling",5 - May - V,8,1960,,,,,,D.W.Ribble,1964,♀,,LACMENT592694_had_lbs.jpg
81432894,United States of America,Modoc,California,Juniper Flat,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,J. J. du Bois,3 - March - III,29,1939,,,,,,D. W. Ribble,1964,♀,,LACMENT592695_had_lbs.jpg
81432895,United States of America,Modoc,California,Juniper Flat,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,J. J. DuBois,3 - March - III,29,1939,3 - March - III,29,1939,,,D. W. Ribble,1964,♀,,LACMENT592696_had_lbs.jpg
81432896,United States of America,Sacramento,California,Fair Oaks,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R. R. Snelling,4 - April - IV,18,1954,,,,On flowers of Baeria,,D.W.Ribble,1964,♀,,LACMENT592697_had_lbs.jpg
81432897,United States of America,Pima,Arizona,Tucson,Andrena (Micrandrena) piperi; Acc. No. 1033; Andrena (Micrandrena) piperi Viereck,G.D. Butler,3 - March - III,6,1954,,,,Sweet Alyssum,,D. W. Ribble,1964,♀,,LACMENT592698_had_lbs.jpg
81432898,United States of America,Pima,Arizona,Tucson,Andrena (Micrandrena) piperi; Andrena piperi Vier.,McRae,4 - April - IV,23,Not shown,,,,,Malaise trap (MT),,,☿,,LACMENT592699_had_lbs.jpg
81432899,United States of America,Los Angeles,California,La Mirada,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,J. Roberds,4 - April - IV,2,1939,,,,,,D.W.Ribble,1964,♀,,LACMENT592700_had_lbs.jpg
81432900,United States of America,Kern,California,Frazier Park,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. S. Erdmann,5 - May - V,4,1958,,,,,,D.W.Ribble,1964,♀,,LACMENT592701_had_lbs.jpg
81432902,United States of America,Santa Clara,California,Stan U,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,,5 - May - V,Not shown,1920,,,,,,W. E. LaBerge,,,,LACMENT592702_had_lbs.jpg
81432903,United States of America,Utah,Utah,Goshen Springs,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,S.C. Bromley,5 - May - V,21,1960,,,,,,D.W.Ribble,1968,♀,,LACMENT592703_had_lbs.jpg
81432905,United States of America,Utah,Utah,Goshen Springs,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,S. C. Bromley,5 - May - V,21,1960,,,,,,D. W. Ribble,1968,♀,,LACMENT592704_had_lbs.jpg
81432906,United States of America,Stanislaus,California,10 Mi. W. La Grange,111,S. M. Fullerton,3 - March - III,26,1960,,,,,,D. W. Ribble,1964,♀,,LACMENT592705_had_lbs.jpg
81432908,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi,R. R. Snelling,4 - April - IV,6,1955,,,,On Flowers of Capsella sp.,,,,,,LACMENT592706_had_lbs.jpg
81432910,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,3 - March - III,1,1967,,,,,,W.E. LaBerge,,,,LACMENT592707_had_lbs.jpg
81432911,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J.Hamton,3 - March - III,1,1967,,,,,,W. E. LaBerge,,,,LACMENT592708_had_lbs.jpg
81432913,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,5 - May - V,27,1967,5 - May - V,27,1967,,,W. E. LaBerge,,,,LACMENT592709_had_lbs.jpg
81432914,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,5 - May - V,27,1967,,,,,,W. E. LaBerge,,,,LACMENT592710_had_lbs.jpg
81432916,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,5 - May - V,27,1967,,,,,,W. E. LaBerge,,,,LACMENT592711_had_lbs.jpg
81432917,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J.Hamton,5 - May - V,27,1967,,,,,,W. E. LaBerge,,,,LACMENT592712_had_lbs.jpg
81432918,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J.Hamton,5 - May - V,27,1967,,,1973,,,W. E. LaBerge,,,,LACMENT592713_had_lbs.jpg
81432919,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,5 - May - V,27,1967,,,,,,W. E. LaBerge,,,,LACMENT592714_had_lbs.jpg
81432920,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi'Andrena (Micrandrena) piperi Viereck,R. J. Hamton,3 - March - III,22,1967,,,,Brassica,,W. E. LaBerge,,,,LACMENT592715_had_lbs.jpg
81432921,United States of America,Gilliam,California,Arlington,Andrena (Micrandrena) piperi; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena piperi Viereck,RM GE Bohart Collectors,5 - May - V,28,1937,,,,Arlington One,,G. Bohart,'39,,,LACMENT592716_had_lbs.jpg
81432922,United States of America,Sonoma,California,Healdsburg,Andrena (Micrandrena) piperi; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena piperi Vier.,R. M. Bohart,3 - March - III,11,1936,,,,,,G. E. Bohart,1939,,,LACMENT592717_had_lbs.jpg
81432923,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi. Andrena (Micrandrena) piperi Viereck ?,R.R. Snelling,4 - April - IV,6,1952,,,,,,D.W.Ribble,1964,♀,,LACMENT592718_had_lbs.jpg
81432924,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Reared from cell ex sandy ground; Andrena(Micrandrena) piperi Viereck,R. Snelling,2 - February - II,24,1954,,,,,,D.W.Ribble,1964,♀,,LACMENT592719_had_lbs.jpg
81432925,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R.R. Snelling,3 - March - III,19,1951,,,,,,D.W. Ribble,1964,♀,,LACMENT592720_had_lbs.jpg
81432926,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,3 - March - III,22,1967,,,,Brassica,,W. E. Laberge,,,,LACMENT592721_had_lbs.jpg
81432927,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,4 - April - IV,26,1969,,,,,,W. E. LaBerge,,,,LACMENT592722_had_lbs.jpg
81432928,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi,R. R. Snelling,3 - March - III,7,1955,,,,on flowers Alyssum sp.,,,,,,LACMENT592723_had_lbs.jpg
81432929,United States of America,Fresno,California,3 mi NW Mendota,Andrena (Micrandrena) piperi,R. R. Snelling,3 - March - III,20,1957,,,,On flowers Alyssum sp.,,,,,,LACMENT592724_had_lbs.jpg
81432930,United States of America,Fresno,California,3 mi NW Mendota,Andrena (Micrandrena) piperi,R. R. Snelling,3 - March - III,20,1957,,,,on flowers Alyssum sp,,,1957,,,LACMENT592725_had_lbs.jpg
81432932,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,1,1955,,,,On Capsella bursa-pastoris,,D. W. Ribble,1964,♂,,LACMENT592726_had_lbs.jpg
81432933,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.R. Snelling,3 - March - III,3,1960,,,,,,D.W. Ribble,1964,♂,,LACMENT592727_had_lbs.jpg
81432934,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,16,1960,,,,,,D.W.Ribble,1964,♂,,LACMENT592728_had_lbs.jpg
81432935,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,16,1960,,,,,,D.W. Ribble,1964,♂,,LACMENT592729_had_lbs.jpg
81432938,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,3,1960,3 - March - III,3,1960,,,D. W. Ribble,1964,♂,,LACMENT592730_had_lbs.jpg
81432940,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,3,1960,,,1964,,,D.W.Ribble,1964,♂,,LACMENT592731_had_lbs.jpg
81432941,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,3,1960,3 - March - III,3,1960,,,D. W. Ribble,1964,♂,,LACMENT592732_had_lbs.jpg
81432943,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.R. Snelling,3 - March - III,16,1960,,,,,,D.W. Ribble,1964,♂,,LACMENT592733_had_lbs.jpg
81432944,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,3,1960,,,,,,D.W.Ribble,1964,♂,,LACMENT592734_had_lbs.jpg
81432946,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,2 - February - II,24,1955,,,,On flowers of Sisymbrium pinnatum,,D.W. Ribble,1964,♂,,LACMENT592735_had_lbs.jpg
81432947,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R. R. Snelling,2 - February - II,25,1955,,,,,,D. W. Ribble,1964,♂,,LACMENT592736_had_lbs.jpg
81432948,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi. Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,22,1952,,,,,,D.W.Ribble,1964,♂,,LACMENT592737_had_lbs.jpg
81432949,Unknown Country,,,,"""BACK""",R. R. Snelling,Not shown,Not shown,Not shown,,,,on Alyssum maritimum,,D. W. Ribble,1964,♂,,LACMENT592737(2)_had_lbs.jpg
81432950,United States of America,Stanislaus,California,Turlock,Andrena (Micrandrena) piperi; Reared from cell ex sandy ground; Andrena (Micrandrena) piperi Viereck,R. Snelling,2 - February - II,25,1959,,,,,,D. W. Ribble,1964,♂,,LACMENT592738_had_lbs.jpg
81432951,United States of America,Merced,California,4 mi. W Snelling,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.R.Snelling,3 - March - III,29,1961,,,,on Salix,,D.W.Ribble,1964,♂,,LACMENT592739_had_lbs.jpg
81432954,United States of America,Fresno,California,8 mi. S W Fresno,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,2 - February - II,27,1957,,,1964,piperi,,D. W. Ribble,1964,♂,,LACMENT592740_had_lbs.jpg
81432955,United States of America,Fresno,California,"8 mi. SW. Fresno, Cal.",Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck; second image,R. R. Snelling,2 - February - II,17,1957,,,,,,D. W. Ribble,1964,♂,,LACMENT592740(2)_had_lbs.jpg
81432957,United States of America,Fresno,California,"8 mi SW Fresno, Cal.",Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R.R. Snelling,2 - February - II,27,1957,,,,,,D.W. Ribble,1964,♂,,LACMENT592741_had_lbs.jpg
81432958,United States of America,Fresno,California,Mendota,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,14,1957,,,,Baeria,,D. W. Ribble,1964,♂,,LACMENT592742_had_lbs.jpg
81432959,United States of America,Yolo,California,Davis,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,31,1962,,,,Salix sp.,,D. W. Ribble,1964,♂,,LACMENT592743_had_lbs.jpg
81432960,United States of America,Yolo,California,Davis,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,R. R. Snelling,3 - March - III,31,1962,3 - March - III,31,1962,,,D. W. Ribble,1964,♂,,LACMENT592744_had_lbs.jpg
81432961,United States of America,Yolo,California,Davis,Andrena (Micrandrena) piperi; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena piperi Viereck,R.M.Bohart,4 - April - IV,6,1936,,,,not shown,,G. Bohart,'39,,,LACMENT592745_had_lbs.jpg
81432962,United States of America,Alameda,California,Berkely,Andrena (Micrandrena) piperi; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena piperi Viereck,GE:RM Bohart,4 - April - IV,Not shown,1935,,,,Andrena (Micrandrena) piperi,,G. Bohart,'39,,,LACMENT592746_had_lbs.jpg
81432963,United States of America,Modoc,California,Juniper Flat,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,J. J. du Bois,3 - March - III,29,1934,,,,,,D. W. Ribble,1964,♂,,LACMENT592747_had_lbs.jpg
81432964,United States of America,Modoc,California,Juniper Flat,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,J. J. duBois,3 - March - III,29,1939,3 - March - III,29,1939,,,D. W. Ribble,1964,♂,,LACMENT592748_had_lbs.jpg
81432965,United States of America,Modoc,California,Juniper Flat,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,J.J.duBois,3 - March - III,29,1939,,,,,,D.W.Ribble,1964,♂,,LACMENT592749_had_lbs.jpg
81432966,United States of America,,California,Claremont,Andrena (Micrandrena) piperi; 4030; Andrena (Micrandrena) piperi Viereck,Baker,Not shown,Not shown,Not shown,,,,,,D.W. Ribble,1964,♂,,LACMENT592750_had_lbs.jpg
81432967,United States of America,Los Angeles,California,E. Long Beach,Andrena (Micrandrena) piperi,,2 - February - II,25,1966,,,,,Malaise trap (MT),D.W.Ribble,1964,♂,,LACMENT592751_had_lbs.jpg
81432968,United States of America,Los Angeles,California,E. Long Beach,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,,2 - February - II,25,1966,2 - February - II,25,1966,,,D. W. Ribble,1964,♂,,LACMENT592752_had_lbs.jpg
81432969,United States of America,Los Angeles,California,E. Long Beach,Andrena (Micrandrena) piperi; Andrena(Micrandrena) piperi Viereck,,2 - February - II,25,,,,,,Malaise trap (MT),D.W.Ribble,1964,♂,,LACMENT592753_had_lbs.jpg
81432970,United States of America,Los Angeles,California,Whittier Narrows Dam,Andrena (Micrandrena) piperi; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Micrandrena) piperi Viereck,A. Strong,4 - April - IV,9,1957,,,,,,D.W.Ribble,1968,♂,,LACMENT592754_had_lbs.jpg
81432971,United States of America,Utah,Utah,Provo,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,S. C. Bromley,3 - March - III,15,1960,,,,Andrena (Micrandena) piperi,,D. W. Ribble,1968,♂,N/A,LACMENT592755_had_lbs.jpg
81432972,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,2 - February - II,24,1965,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592756_had_lbs.jpg
81432974,Unknown Country,,,Unknown,Andrena (Micrandrena) piperi; back; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,2 - February - II,24,1965,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592756(2)_had_lbs.jpg
81432977,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,2 - February - II,24,1965,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592757_had_lbs.jpg
81432979,Unknown Country,,,,Andrena (Micrandrena) piperi; back; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,2 - February - II,24,1965,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592757(2)_had_lbs.jpg
81432981,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,2 - February - II,24,1965,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592758_had_lbs.jpg
81432983,Unknown Country,,,,Andrena (Micrandrena) piperi; back; Andrena(Micrandrena) piperi Viereck,R.J. Hamton,2 - February - II,24,1965,,,,Brassica,Malaise trap (MT),D. W. Ribble,1968,♂,,LACMENT592758(2)_had_lbs.jpg
81432984,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,2 - February - II,24,1965,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592759_had_lbs.jpg
81432986,Unknown Country,,,,Andrena (Micrandrena) piperi; Back; Andrena (Micrandrena) piperi Viereck,R.J. Hamton,2 - February - II,24,1965,,,,Brassica,,D.W. Ribble,1968,♂,,LACMENT592759(2)_had_lbs.jpg
81432987,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,2 - February - II,22,1967,,,,Brassica,,D.W. Ribble,1968,♂,,LACMENT592760_had_lbs.jpg
81432988,United States of America,Los Angeles,California,Long Beach,Andrena (Micrandrena) piperi; Andrena (Micrandrena) piperi Viereck,R. J. Hamton,2 - February - II,22,1967,,,,Brassica,,D. W. Ribble,1968,♂,,LACMENT592761_had_lbs.jpg
